ID,raw-FT16
6413,97
6900,126
6900,117
6901,113
6901,121
6964,117
6964,96
6964,97
6965,100
6965,128
6965,112
6973,46
6973,44
6973,47
6973,48
6974,122
6974,141
6974,122
6974,116
7516,100
7516,142
7516,122
7516,104
7517,111
7517,108
7517,122
7517,114
7518,78
7518,84
7518,80
7519,87
7519,92
7519,90
8222,87
8222,93
8222,91
8222,102
8230,132
8230,117
8230,60
8231,127
8231,101
8231,98
8234,91
8234,85
8234,100
8234,95
8237,91
8237,97
8237,109
8237,98
8240,88
8240,82
8240,79
8241,64
8241,68
8241,68
8241,65
8242,132
8247,98
8247,94
8247,92
8249,86
8249,91
8249,87
8256,47
8256,44
8256,48
8256,42
8259,67
8259,64
8283,77
8283,79
8283,92
8306,99
8306,94
8306,92
8307,64
8307,61
8307,60
8307,72
8326,61
8326,55
8326,60
8326,56
8334,53
8334,53
8334,56
8335,91
8335,91
8335,97
8335,90
8351,100
8351,100
8351,98
8351,92
8369,101
8369,91
8369,92
8376,104
8376,103
8376,96
8376,113
8386,50
8386,47
8386,49
8386,50
8387,49
8387,49
8387,47
8422,115
8422,100
8422,140
8422,110
8423,66
8423,63
8423,67
8423,83
8426,40
8426,39
8426,40
8426,42
9057,68
9057,65
9057,68
9057,69
9058,123
9321,140
9323,73
9323,81
9323,83
9323,86
9332,129
9336,67
9336,67
9336,70
9336,63
9339,123
9339,110
9343,88
9343,91
9343,86
9343,87
9352,129
9352,134
9352,140
9353,134
8261,58
8261,44
8261,44
8261,52
8276,57
8276,64
8276,59
8276,61
8278,45
8278,43
8278,43
8278,39
8281,45
8281,43
8281,53
8281,48
8284,81
8284,76
8284,67
8284,80
8285,55
8285,47
8285,53
8290,48
8290,43
8290,42
8290,44
8297,77
8297,82
8297,82
8297,75
8298,91
8298,114
8298,91
8298,79
8303,48
8303,45
8303,54
8303,48
8308,41
8308,40
8308,37
8308,48
8333,50
8333,58
8333,54
8345,43
8345,41
8345,44
8345,42
8363,75
8363,100
8363,79
8365,38
8365,42
8365,42
8365,36
8368,38
8368,38
8368,48
8368,35
8371,42
8371,42
8371,42
8371,41
8377,43
8377,41
8377,46
8377,38
8380,52
8380,55
8380,57
8380,50
8384,52
8384,46
8384,48
8384,49
8391,100
8391,91
8391,92
8391,101
8393,68
8393,60
8393,63
8399,69
8399,70
8399,76
8399,63
8410,55
8410,51
8410,50
8410,56
8419,55
8419,64
8419,60
8419,56
8421,73
8421,79
8424,85
8424,79
8424,78
8424,78
8429,81
8429,59
8429,56
8429,64
8430,77
8430,79
8430,77
8430,79
100000,45
100000,50
100000,51
100000,47
9356,107
9356,113
9356,134
9369,67
9369,71
9369,73
9369,74
9371,145
9380,95
9380,101
9380,97
9380,100
9382,115
9382,116
9382,101
9383,103
9383,104
9383,102
9386,99
9386,100
9386,122
9386,110
9388,137
9390,55
9390,53
9390,57
9391,64
9391,67
9391,65
9391,62
9392,59
9392,61
9392,59
9392,57
9394,106
9394,113
9394,109
9394,114
9395,113
9395,137
9395,111
9395,112
9399,82
9399,100
9399,90
9399,92
9402,80
9402,78
9402,77
9402,80
9404,76
9404,78
9404,79
9404,82
9405,105
9405,99
9405,86
9405,92
9407,75
9407,75
9408,101
9408,129
9408,142
9409,93
9409,120
9409,139
9409,125
9412,70
9412,58
9412,64
9413,67
9413,79
9413,79
9416,129
9421,95
9421,106
9421,109
9421,102
9427,114
9427,125
9433,137
9434,102
9434,100
9434,110
9434,97
9436,81
9436,98
9436,39
9436,92
9437,90
9437,79
9437,91
9437,100
9442,75
9442,114
9442,139
9442,125
9450,75
9450,76
9450,86
9450,77
9451,104
9451,126
9451,111
9452,117
9452,89
9452,108
9452,98
9453,124
9453,135
9454,135
9454,141
9455,82
9455,87
9455,118
9455,124
9470,94
9470,87
9481,120
9481,122
6909,41
6909,39
6909,36
6909,36
7058,63
7058,63
7058,69
7058,69
7063,53
7063,47
7063,53
7067,44
7067,43
7067,40
7067,42
7111,37
7111,43
7111,36
7111,40
7167,36
7167,34
7167,35
7167,32
7186,53
7186,46
7186,50
7186,50
7213,42
7213,40
7213,40
7213,38
7273,42
7273,43
7273,46
7288,77
7288,67
7288,78
7288,59
7308,53
7308,57
7308,58
7308,50
7322,57
7322,46
7322,51
7322,53
7328,51
7328,50
7328,53
7373,55
7373,56
7373,54
7373,54
7396,53
7396,50
7396,52
7396,51
7413,53
7413,49
7413,42
7413,48
7415,48
7415,45
7415,43
7415,45
7417,133
7417,134
7417,112
8341,45
8341,44
8341,43
8341,44
9506,65
9506,70
9506,72
9507,48
9507,43
9507,49
9508,48
9508,71
9508,63
9509,56
9509,62
9509,59
9510,53
9510,57
9510,55
9510,58
9511,55
9511,56
9511,59
9511,50
9512,42
9512,42
9512,40
9512,37
9513,57
9513,63
9513,70
9514,83
9514,84
9514,83
9515,52
9515,47
9515,52
9515,54
9516,59
9516,63
9516,54
9517,35
9517,36
9517,36
9517,36
9518,88
9518,87
9519,65
9519,66
9519,64
9519,63
9520,127
9520,129
9520,121
9520,105
9521,80
9521,63
9521,61
9522,53
9522,67
9522,61
9523,92
9523,79
9523,83
9524,99
9524,108
9524,92
9525,85
9525,75
9525,80
9525,85
9526,62
9526,53
9526,54
9527,75
9527,77
9527,77
9527,77
9528,83
9528,96
9529,69
9529,56
9529,55
9529,72
9530,123
9531,93
9531,92
9531,92
9531,91
9532,111
9532,114
9532,101
9533,80
9533,76
9533,81
9534,64
9534,73
9534,60
9535,91
9535,87
9536,108
9536,98
9537,61
9537,58
9537,43
9537,62
9538,93
9538,103
9539,93
9539,91
9539,90
9539,91
9540,93
9540,82
9540,92
9540,86
9541,51
9541,66
9541,66
9541,63
9542,109
9542,103
9542,114
9542,103
9543,100
9543,82
9543,87
9544,53
9544,51
9544,53
9544,57
9545,105
9545,97
9547,71
9547,72
9547,66
9547,71
9549,101
9549,119
9549,100
9550,132
9551,123
9553,106
9554,100
9554,114
9554,101
9554,102
9555,96
9555,91
9555,121
9555,92
9556,63
9556,75
9556,67
9556,55
9557,112
9558,106
9558,117
9558,121
9559,46
9559,106
9559,56
9559,58
9560,53
9560,48
9560,45
9560,69
9561,92
9562,39
9562,95
9562,105
9562,95
9563,76
9563,73
9563,71
9565,71
9565,67
9565,79
9566,134
9567,101
9567,106
9568,105
9568,112
9568,113
9568,108
9569,91
9569,95
9569,100
9569,100
9570,114
9570,89
9570,111
9571,40
9571,35
9571,33
9571,33
9572,102
9572,109
9572,46
9572,113
9573,58
9573,66
9573,56
9575,136
9576,95
9576,118
9577,134
9577,113
9578,60
9578,64
9578,56
9578,57
9579,84
9579,74
9579,84
9579,75
9580,75
9580,66
9580,74
9580,69
9581,114
9581,123
9582,100
9582,80
9582,90
9582,105
9583,101
9583,86
9583,86
9583,85
9584,96
9584,87
9584,79
9584,80
9585,32
9585,32
9585,33
9585,31
9587,117
9587,94
9587,100
9587,96
9588,59
9588,92
9588,87
9589,77
9589,72
9589,83
9590,33
9590,94
9590,38
9590,37
9591,46
9591,45
9591,47
9591,46
9592,101
9592,100
9592,99
9593,100
9593,110
9593,118
9593,108
9594,122
9594,102
9594,108
9595,67
9595,64
9595,68
9595,68
9596,58
9596,61
9596,63
9596,62
9597,54
9597,69
9597,59
9598,89
9598,102
9598,82
9599,90
9599,89
9599,90
9599,92
9600,85
9600,75
9600,63
9600,69
9601,94
9601,35
9601,94
9601,85
9602,79
9602,73
9602,74
9603,91
9603,104
9603,105
9603,92
9604,132
9604,129
9604,143
9605,108
9605,120
9605,119
9605,115
9817,66
9817,67
9817,56
9817,66
9818,65
9818,76
9818,71
9818,71
9819,119
9819,78
9820,66
9820,53
9820,52
9820,52
9821,73
9821,69
9821,75
9821,72
9822,61
9822,65
9822,61
9823,42
9823,43
9823,41
9824,141
9824,145
9825,68
9825,65
9825,58
9825,63
9826,73
9826,79
9826,72
9826,68
9827,72
9827,64
9827,56
9827,48
9828,77
9828,80
9828,78
9828,80
9829,90
9829,77
9829,79
9829,86
9830,49
9830,53
9830,51
9830,52
9831,99
9831,68
9831,103
9831,83
9832,93
9832,86
9832,92
9833,65
9833,64
9833,68
9834,74
9834,64
9834,61
9834,56
9835,58
9835,73
9835,71
9835,77
9836,132
9836,125
9837,63
9837,63
9837,60
9837,71
9838,71
9838,63
9839,112
9839,111
9839,122
9840,119
9840,122
9841,65
9841,71
9842,77
9843,55
9843,59
9843,62
9844,84
9844,76
9844,86
9844,91
9845,65
9845,69
9845,61
9846,116
9846,122
9846,121
9847,45
9847,46
9847,47
9847,42
9848,96
9848,85
9848,113
9849,106
9849,97
9849,96
9850,76
9850,86
9850,87
9851,144
9852,66
9852,64
9852,72
9853,36
9853,35
9854,38
9854,41
9854,43
9855,65
9855,58
9855,62
9856,75
9856,54
9856,63
9856,62
9857,65
9857,68
9858,124
9858,123
9859,86
9859,80
9860,62
9860,64
9860,67
9861,125
9861,104
9862,56
9862,53
9862,50
9862,56
9863,39
9863,42
9863,38
9863,38
9864,53
9864,63
9864,57
9864,56
9865,42
9865,41
9866,124
9866,112
9867,101
9867,103
9867,101
9868,69
9868,69
9868,68
9869,85
9869,79
9869,82
9869,77
9870,104
9870,116
9870,113
9871,116
9871,115
9871,122
9872,112
9872,100
9873,55
9873,58
9873,54
9874,65
9874,48
9874,60
9874,52
9875,45
9875,44
9875,44
9875,46
9876,82
9876,72
9876,70
9876,75
9878,108
9878,109
9878,131
9879,59
9879,53
9879,64
9879,62
9880,91
9880,84
9881,85
9881,75
9881,78
9881,76
9882,70
9882,68
9882,73
9883,45
9883,39
9883,42
9883,41
9884,90
9884,96
9884,86
9884,92
9885,124
9885,121
9885,112
9886,56
9886,57
9886,59
9886,56
9887,89
9887,94
9887,91
9887,89
9888,88
9888,91
9888,111
9890,92
9890,96
9890,95
9892,87
9892,73
9892,86
9892,92
9893,51
9893,53
9893,52
9893,54
9894,77
9894,74
9894,79
9895,67
9895,59
9895,87
9896,85
9896,105
9896,97
9897,79
9897,80
9897,80
9897,87
9898,101
9898,100
9898,87
9898,101
9899,64
9899,58
9899,54
9899,56
9900,47
9900,53
9900,51
9900,49
9901,104
9901,106
9901,99
9901,101
9902,108
9902,101
9902,122
9903,107
9903,114
9903,109
9903,105
9904,121
9904,112
9904,111
9905,102
9905,91
9905,92
9906,79
9906,83
9906,78
9768,64
9768,54
9768,46
9769,45
9769,41
9769,48
9770,42
9770,46
9770,46
9770,45
9771,45
9771,48
9771,41
9771,43
9772,41
9772,40
9772,41
9772,41
9773,49
9773,55
9773,50
9773,53
9774,42
9774,43
9774,43
9774,44
9775,41
9775,47
9775,46
9775,43
9776,43
9776,45
9776,40
9776,102
9777,45
9777,47
9777,42
9777,40
9778,50
9778,46
9778,51
9778,50
9779,43
9779,46
9779,45
9780,43
9780,45
9780,52
9780,43
9781,43
9781,43
9781,39
9782,44
9782,45
9782,45
9782,44
9783,64
9783,65
9783,70
9784,46
9784,43
9784,41
9784,44
9785,46
9785,42
9785,45
9785,48
9786,39
9786,42
9786,42
9786,38
9787,51
9787,49
9787,48
9788,38
9788,39
9788,38
9789,41
9789,42
9789,41
9789,45
9790,41
9790,42
9790,40
9790,44
9791,38
9791,40
9791,37
9792,41
9792,45
9792,44
9792,41
9793,108
9793,43
9793,39
9794,45
9794,46
9794,42
9794,45
9795,41
9795,39
9795,38
9795,35
9796,47
9796,47
9796,47
9796,43
9797,46
9797,45
9797,45
9797,50
9798,45
9798,47
9798,42
9799,51
9799,51
9799,50
9799,50
9800,43
9800,41
9800,44
9800,42
9801,35
9801,38
9801,36
9802,46
9802,42
9802,41
9802,42
9803,42
9803,42
9803,42
9803,39
9804,44
9804,47
9804,47
9804,45
9805,48
9805,58
9805,50
9805,56
9806,46
9806,39
9806,41
9806,46
9807,46
9807,41
9807,43
9807,42
9808,60
9808,51
9808,54
9808,47
9809,49
9809,50
9809,56
9809,50
9810,38
9810,37
9810,38
9810,56
9811,45
9811,45
9811,45
9811,45
9812,45
9812,47
9812,46
9812,45
9813,47
9813,44
9813,46
9813,45
9814,49
9814,49
9814,47
9815,46
9815,45
9815,49
9815,52
9816,42
9816,38
9816,37
9816,39
8384,60
8384,75
8384,57
8384,54
8384,60
8384,75
8384,57
8384,54
9606,43
9606,39
9606,41
9606,41
9607,109
9607,109
9607,105
9608,42
9608,46
9608,45
9608,48
9609,57
9609,40
9609,41
9609,66
9610,70
9610,67
9610,72
9610,69
9611,66
9611,70
9612,77
9612,74
9612,65
9612,70
9613,68
9613,82
9613,65
9614,93
9614,83
9614,82
9614,89
9615,89
9615,81
9615,87
9615,87
9616,92
9616,107
9616,139
9616,105
9617,68
9617,68
9617,59
9617,69
9618,91
9618,78
9618,91
9618,82
9619,80
9619,86
9620,71
9620,79
9620,73
9621,88
9621,96
9621,82
9621,96
9622,86
9622,68
9622,91
9623,72
9624,65
9624,75
9624,83
9625,90
9625,113
9626,64
9626,73
9626,68
9626,76
9627,83
9627,88
9627,90
9627,92
9628,64
9628,68
9628,63
9628,82
9629,75
9629,71
9629,78
9630,76
9630,83
9630,76
9630,83
9631,140
9632,95
9632,97
9632,79
9633,85
9633,70
9633,76
9634,94
9634,104
9634,103
9634,91
9635,79
9635,80
9635,95
9636,141
9637,93
9637,70
9637,83
9637,84
9638,96
9638,75
9638,92
9639,76
9639,67
9639,69
9639,81
9640,80
9640,79
9640,82
9640,82
9641,77
9641,88
9641,98
9642,90
9642,81
9642,92
9642,81
9643,80
9643,77
9643,78
9643,81
9644,81
9644,57
9644,66
9644,72
9645,60
9645,58
9645,77
9645,70
9646,54
9646,57
9646,51
9646,59
9647,55
9647,53
9647,54
9647,58
9648,59
9648,63
9649,68
9649,68
9649,63
9649,70
9650,91
9650,102
9650,92
9651,48
9651,57
9651,44
9652,64
9652,65
9652,62
9652,59
9653,57
9653,51
9653,49
9653,53
9654,52
9654,51
9654,60
9654,73
9655,76
9655,69
9655,70
9656,85
9656,96
9656,86
9657,46
9657,50
9658,67
9658,66
9658,66
9658,67
9659,65
9659,68
9659,67
9660,41
9660,38
9660,42
9660,39
9661,38
9661,46
9661,42
9662,72
9662,69
9662,70
9663,71
9663,68
9663,69
9664,101
9664,118
9664,110
9665,92
9665,96
9665,72
9666,106
9666,118
9667,103
9667,111
9668,77
9668,73
9668,92
9668,76
9669,96
9669,76
9670,131
9670,114
9670,110
9670,95
9671,91
9671,85
9671,109
9672,85
9672,96
9673,81
9673,108
9673,110
9674,85
9675,117
9676,88
9676,83
9676,96
9677,124
9677,97
9678,75
9678,65
9678,121
9679,69
9679,79
9679,90
9679,81
9680,57
9680,61
9680,60
9681,100
9681,111
9681,79
9681,79
9682,86
9682,64
9682,68
9682,81
9683,66
9683,77
9683,63
9683,81
9684,82
9684,92
9684,89
9684,95
9685,85
9685,79
9685,98
9685,97
9686,102
9686,89
9686,80
9686,81
9687,87
9687,77
9687,86
9688,92
9688,70
9688,56
9688,78
9689,75
9689,84
9689,90
9690,84
9690,79
9690,82
9691,70
9691,82
9691,67
9691,72
9692,76
9692,68
9692,63
9692,76
9693,78
9693,72
9694,82
9694,67
9694,72
9694,76
9695,89
9695,76
9695,93
9695,80
9696,81
9696,76
9696,64
9696,86
9697,58
9697,65
9697,66
9698,77
9698,67
9698,73
9698,81
9699,68
9699,60
9699,63
9700,74
9700,90
9700,79
9701,86
9701,78
9702,70
9702,71
9702,76
9702,72
9703,75
9703,65
9703,68
9703,71
9704,75
9704,75
9704,61
9705,68
9705,66
9705,67
9705,67
9706,81
9706,75
9706,80
9707,74
9707,73
9707,72
9707,72
9708,85
9709,77
9709,68
9709,72
9709,77
9710,89
9710,90
9710,77
9710,77
9711,87
9711,74
9711,85
9711,84
9712,76
9712,76
9712,81
9712,79
9713,68
9713,67
9713,70
9714,80
9714,85
9714,82
9715,76
9715,81
9715,86
9716,127
9716,117
9717,82
9717,100
9717,98
9718,77
9718,81
9719,56
9719,59
9719,57
9719,59
9720,104
9720,105
9720,103
9721,75
9721,81
9721,82
9721,74
9722,108
9723,68
9723,69
9724,82
9724,66
9724,90
9724,88
9725,57
9725,53
9725,57
9725,59
9726,57
9726,57
9726,57
9726,55
9727,41
9727,44
9727,44
9727,45
9728,70
9728,83
9728,91
9728,67
9729,86
9729,102
9729,49
9730,101
9730,94
9730,100
9730,93
9731,84
9731,32
9731,73
9731,75
9732,77
9732,89
9732,97
9732,90
