ID,raw-FT16
9733,86
9733,84
9733,75
9733,90
9734,88
9734,76
9734,86
9734,79
9735,68
9735,80
9736,80
9736,99
9736,75
9736,70
9737,66
9737,67
9737,58
9738,69
9738,91
9738,70
9738,65
9739,67
9739,64
9739,61
9739,82
9740,85
9740,71
9740,99
9740,95
9741,68
9741,68
9741,74
9741,76
9742,79
9742,84
9743,76
9743,74
9743,75
9744,64
9744,68
9744,58
9745,75
9745,75
9745,85
9745,69
9746,93
9746,108
9746,96
9746,102
9747,91
9747,93
9747,100
9748,72
9748,76
9748,118
9748,79
9749,68
9749,64
9749,60
9749,63
9750,66
9750,58
9750,95
9751,85
9751,86
9751,80
9751,85
9752,91
9752,108
9752,92
9752,110
9753,104
9753,106
9753,109
9753,102
9755,85
9755,79
9755,82
9756,75
9756,73
9756,71
9757,94
9757,87
9757,92
9757,99
88,56
88,45
108,62
108,49
108,49
108,49
139,59
139,47
139,51
139,54
159,58
159,58
159,54
159,57
265,48
265,41
265,54
265,46
350,57
350,48
350,49
350,52
351,65
351,68
351,63
403,57
403,53
403,51
403,56
410,65
410,65
410,60
410,71
424,78
424,67
424,59
424,69
428,57
428,66
428,54
630,53
630,73
630,55
630,54
801,87
801,86
801,90
801,90
870,77
870,56
870,56
870,60
915,43
915,44
915,42
915,45
932,61
932,73
932,72
932,69
1829,99
1853,75
1853,68
1853,65
1872,85
1872,75
1872,84
1872,86
1890,76
1890,85
1890,69
1890,73
1925,88
1925,78
1925,84
1925,108
1954,98
1954,104
2016,62
2016,63
2016,65
2016,89
2171,76
2171,94
2171,71
2171,89
2202,98
2202,89
2202,97
2202,102
2276,85
2276,85
2276,91
2276,76
2278,96
2278,73
2278,86
2317,63
2317,48
2317,49
2317,54
4779,51
4779,53
4779,47
4779,50
4807,73
4807,96
4807,69
4807,112
4826,51
4826,48
4826,54
4884,51
4884,49
4884,49
4884,49
4900,51
4900,49
4900,50
4900,51
4931,47
4931,45
4931,50
4931,50
4958,101
4958,107
4958,98
4958,95
5023,45
5023,43
5023,43
5023,44
5104,37
5104,37
5104,37
5104,52
5151,77
5151,68
5151,76
5165,83
5165,79
5165,80
5165,85
5210,77
5210,82
5210,78
5210,75
5236,42
5236,47
5236,43
5236,42
5253,41
5253,38
5253,36
5253,37
5276,50
5276,51
5276,46
5276,52
5349,102
5349,101
5349,89
5353,53
5353,65
5353,58
5353,74
5486,35
5486,39
5486,38
5486,38
5506,132
5535,67
5535,72
5535,73
5535,71
5577,52
5577,52
5577,50
5577,50
5644,46
5644,39
5644,54
5644,46
5720,64
5720,65
5720,61
5726,49
5726,45
5726,50
5726,48
5741,85
5741,105
5741,91
5741,73
5748,41
5748,43
5748,38
5748,45
5757,66
5757,63
5757,71
5768,93
5768,82
5768,80
5772,48
5772,52
5772,48
5772,48
5778,42
5778,43
5778,44
5778,41
5779,66
5779,64
5779,66
5779,72
5784,66
5784,67
5784,69
5784,75
5800,41
5800,39
5800,37
5811,48
5811,43
5811,45
5811,48
5818,42
5818,40
5818,39
5822,106
5822,116
5874,75
5874,60
5874,73
5874,69
5890,53
5890,54
5890,54
5890,60
5893,67
5893,63
5893,59
5893,68
5907,44
5907,49
5907,51
5907,50
5921,56
5921,58
5921,55
5921,54
5950,62
5950,66
5950,72
5950,62
5964,59
5964,53
5964,58
5964,56
5984,45
5984,41
5984,40
5984,41
5993,63
5993,65
5993,64
5993,67
6288,93
6288,101
6288,98
6288,100
6296,46
6296,46
6296,47
6296,49
6390,61
6390,56
6390,67
6396,66
6396,71
6396,71
6396,75
6424,52
6424,54
6424,53
6424,53
6434,42
6434,39
6434,39
6434,40
6445,49
6445,46
6445,50
6445,55
6744,46
6744,49
6744,45
6744,49
7094,42
7094,46
7094,41
7094,44
7098,41
7098,51
7098,50
7098,40
7123,41
7123,39
7123,43
7123,41
7158,45
7158,43
7158,45
7158,58
7231,49
7231,44
7231,43
7296,57
7296,55
7296,71
7296,67
7307,67
7307,69
7307,81
7346,57
7346,60
7346,59
7418,46
7418,49
7418,45
7418,45
7477,53
7477,48
7477,51
7477,57
7717,64
7717,80
7717,82
7717,79
7917,65
7917,80
7917,62
7917,68
7947,63
7947,80
7947,92
7947,91
8077,51
8077,57
8077,63
8077,60
8132,64
8132,65
8132,73
8428,41
8428,42
8428,42
8428,41
8472,42
8472,39
8472,40
8472,41
8584,83
8584,64
8584,71
8584,81
9045,95
9045,61
9061,102
9061,103
9061,103
9063,98
9063,100
9063,98
9063,99
9064,98
9064,111
9064,114
9066,98
9066,98
9066,98
9066,110
9067,134
9067,126
9069,90
9069,93
9069,89
9069,91
9070,86
9070,91
9070,95
9070,82
9073,104
9073,99
9073,103
9073,100
9075,105
9075,96
9075,101
9075,91
9078,100
9078,107
9078,109
9078,101
9079,102
9079,102
9081,105
9081,91
9081,103
9082,100
9082,98
9082,103
9084,116
9084,120
9084,110
9084,111
9085,105
9085,97
9085,105
9085,97
9089,124
9089,127
9090,127
9090,117
9091,95
9091,100
9091,94
9091,101
9094,96
9094,91
9094,86
9095,109
9095,117
9095,114
9096,129
9096,122
9096,113
9098,110
9098,73
9098,103
9098,112
9099,113
9099,108
9099,117
9100,75
9100,71
9100,76
9102,88
9102,75
9102,79
9102,81
9103,76
9103,84
9103,80
9103,91
9104,63
9104,52
9104,64
9104,61
9105,65
9105,81
9105,78
9105,91
9106,82
9106,87
9106,87
9106,94
9111,91
9111,95
9111,85
9111,86
9113,72
9113,81
9113,59
9113,69
9114,110
9114,91
9115,30
9115,90
9115,79
9115,88
9119,105
9119,102
9119,123
9120,117
9120,118
9120,140
9121,113
9121,107
9121,87
9121,101
9124,132
9124,112
9124,118
9124,111
9125,65
9125,67
9125,72
9125,73
9128,64
9128,58
9130,64
9130,61
9130,63
9130,65
9131,68
9131,70
9131,58
9131,58
9133,62
9133,70
9133,71
9133,69
9134,67
9134,62
9298,46
9298,45
9298,46
9298,45
9312,55
9312,55
9312,60
9312,60
9314,61
9314,55
9314,61
9314,63
9503,55
9503,57
9503,50
9503,52
9907,45
9907,47
9907,50
9907,45
9908,43
9908,44
9908,48
9908,51
9909,56
9909,56
9909,57
9909,59
9910,45
9910,42
9910,44
9910,43
9911,46
9911,43
9911,46
9911,43
9912,39
9912,39
9912,37
9912,41
9913,49
9913,51
9913,53
9913,50
9914,57
9914,52
9914,56
9914,56
9915,73
9915,79
9915,73
9915,77
9916,49
9916,47
9916,46
9916,64
9917,57
9917,62
9917,48
9917,50
9918,88
9918,93
9918,89
9919,43
9919,50
9919,50
9919,45
9920,54
9920,47
9920,45
9921,45
9921,49
9921,47
9921,52
9922,46
9922,40
9922,48
9922,40
9923,48
9923,48
9923,56
9923,48
9924,65
9924,55
9924,52
9924,56
9925,83
9925,82
9925,72
9926,43
9926,44
9926,46
9927,80
9927,75
9927,69
9927,69
9928,76
9928,85
9928,72
9928,75
9929,90
9929,86
9930,67
9930,75
9930,64
9931,38
9931,48
9931,41
9932,71
9932,71
9932,84
9932,78
9933,49
9933,48
9933,50
9934,38
9934,51
9934,43
9934,40
9935,79
9935,71
9935,76
9935,69
9936,48
9936,46
9936,47
9936,46
9937,46
9937,52
9937,45
9937,48
9938,137
9938,53
9938,54
9938,52
9939,60
9939,65
9939,61
9939,57
9940,55
9940,46
9940,54
9940,45
9941,43
9941,37
9941,45
9941,45
9942,109
9942,118
9942,105
9943,69
9943,57
9943,60
9943,60
9944,68
9944,68
9944,68
9945,132
9945,120
9945,139
9945,49
9946,57
9946,53
9946,62
9946,46
9947,125
9947,125
9947,125
9949,67
9949,54
9949,70
9949,55
9950,98
9950,77
9950,82
9950,88
9951,98
9951,127
9951,104
9952,115
9952,100
9952,98
9953,91
9953,91
9953,90
9953,101
9954,89
9954,128
9954,91
9954,111
9955,77
9955,76
9955,68
9955,71
9956,61
9956,67
9956,60
9956,56
9957,100
9957,70
9958,82
9958,76
9958,71
9958,77
9959,82
9959,73
9959,78
9959,82
9960,64
9960,66
9960,70
9961,85
9961,84
9961,81
9961,76
9962,72
9962,69
9962,75
9962,71
9963,59
9963,67
9963,74
9964,59
9964,67
9964,68
9964,64
9965,52
9965,57
9965,59
9966,82
9966,76
9966,80
9966,82
9967,65
9967,69
9967,68
9968,59
9968,57
9968,58
9968,57
9969,78
9969,62
9969,66
9969,71
9970,94
9970,84
9970,79
9970,70
9971,61
9971,65
9971,56
9971,62
9972,60
9972,58
9972,58
9972,59
9973,110
9974,90
9974,84
9974,100
9974,100
9975,91
9975,73
9975,83
9976,76
9976,71
9976,73
9976,70
9977,93
9977,81
9977,90
9977,103
9978,91
9978,98
9979,65
9979,72
9980,57
9980,58
9980,60
9980,67
9981,56
9981,57
9981,52
9981,57
9982,71
9982,82
9982,86
9982,78
9983,55
9983,58
9983,67
9983,54
9984,56
9984,56
9984,56
9985,67
9985,56
9985,68
9985,63
9986,86
9987,91
9987,79
9987,82
9987,77
9988,113
9988,120
9988,104
9989,110
9989,103
9989,120
9990,51
9990,82
9990,89
9990,78
9991,94
9991,94
9991,91
9991,92
9992,85
9992,102
9992,99
9992,97
9993,137
9993,119
9993,103
9994,55
9994,54
9994,54
9994,55
9995,41
9995,43
9995,42
9995,41
9996,39
9996,37
9996,38
9996,39
9997,50
9997,57
9997,48
9997,51
9998,47
9998,45
9998,47
9998,46
9999,53
9999,50
9999,64
9999,50
10000,53
10000,64
10000,47
10000,54
10001,53
10001,45
10001,50
10001,50
10002,43
10002,42
10002,42
10002,43
10003,59
10003,57
10003,57
10004,70
10004,88
10004,79
10005,69
10005,65
10005,75
10005,60
10006,129
10006,134
10007,67
10007,59
10007,65
10007,54
10008,76
10008,73
10008,70
10009,76
10009,74
10009,79
10009,82
10010,81
10010,75
10010,68
10010,77
10011,65
10011,58
10011,65
10011,73
10012,112
10012,108
10012,97
10013,90
10013,118
10013,92
10014,129
10014,135
10015,42
10015,57
10015,56
10015,50
10016,55
10016,81
10016,80
10016,72
10017,74
10017,72
10017,69
10017,91
10018,81
10018,86
10018,77
10019,43
10019,43
10019,41
10019,41
10020,47
10020,47
10020,48
10020,50
10021,59
10021,40
10021,38
10021,39
10022,44
10022,45
10022,49
10022,43
10023,93
10023,87
10024,42
10024,44
10024,42
10024,45
10025,46
10025,47
10025,44
10025,45
10026,50
10026,51
10026,49
10026,48
6981,42
6981,41
6981,47
6981,42
7036,51
7036,51
7036,49
7036,51
7106,43
7106,46
7106,45
7106,44
7125,44
7125,43
7125,43
7125,41
7206,41
7206,38
7206,44
7206,38
7351,66
7351,83
7351,69
8173,43
8173,39
8173,44
8173,50
8291,44
8291,43
8291,50
8312,45
8312,44
8312,46
8312,73
8321,41
8321,41
8321,40
8321,43
8324,40
8324,40
8324,41
8339,58
8339,56
8339,58
8339,57
